transaction_id,account_id,merchant_id,amount,is_fraud
1023,1368,113,-4609.73,1
1024,1286,109,2957.43,0
1025,1307,106,4200.54,0
1026,850,89,4389.72,0
1027,856,33,19483.75,0
1028,229,97,2597.52,0
1029,1912,190,1630.69,0
1030,280,79,-1765.48,0
1031,1894,16,7775.22,0
1032,1314,44,-1158.14,0
1033,1704,186,10407.37,0
1034,1071,120,-1121.01,0
1035,975,134,9416.83,0
1036,1739,108,15656.73,0
1037,1238,143,-3936.88,0
1038,758,4,5493.67,0
1039,1048,56,6526.22,0
1040,321,64,14776.8,0
1041,274,196,6697.89,0
1042,556,162,9188.39,0
1043,844,95,14780.11,0
1044,1337,56,8993.96,0
1045,1387,32,3957.49,0
1046,668,116,-2853.94,0
1047,1000,9,13247.89,1
1048,380,191,16778.45,0
1049,711,105,19251.61,0
1050,1943,200,18165.0,0
1051,1698,78,14935.45,0
1052,1931,161,11086.8,0
1053,1494,87,14536.5,0
1054,746,21,5802.09,0
1055,675,55,9869.41,0
1056,116,76,3717.5,0
1057,605,185,3167.73,0
1058,1066,130,13917.29,1
1059,1820,141,6348.32,0
1060,379,126,304.03,0
1061,1746,132,48.45,0
1062,1230,84,16479.31,0
1063,466,178,11944.01,0
1064,1756,115,8651.15,0
1065,280,48,5023.47,0
1066,1672,123,5770.43,0
1067,618,78,-3564.12,0
1068,118,30,6372.75,0
1069,1261,29,14886.37,0
1070,309,136,4699.66,0
1071,1480,140,4589.53,0
1072,1924,41,-4607.09,0
1073,1499,26,6445.88,0
1074,100,50,-4366.56,1
1075,261,2,9258.74,0
1076,993,55,7669.58,0
1077,1329,104,16000.21,0
1078,1378,184,9544.52,0
1079,286,14,3085.68,0
1080,328,134,7905.78,0
1081,1127,128,12492.66,0
1082,63,104,-2650.91,0
1083,687,95,10526.85,0
1084,1306,81,17915.66,0
1085,1465,61,2478.26,0
1086,1317,12,10665.63,0
1087,738,13,15533.24,0
1088,1031,147,7795.16,0
1089,639,172,12949.49,0
1090,936,89,2775.26,0
1091,1116,95,2651.46,0
1092,1959,59,11689.6,0
1093,1214,37,12635.22,0
1094,1895,25,18425.24,0
1095,476,16,620.96,0
1096,1535,166,6705.44,0
1097,1486,171,1262.84,0
1098,53,87,-2997.7,0
1099,754,142,5080.76,0
1100,486,134,4352.02,0
1101,1668,23,1760.85,0
1102,1514,126,2424.87,0
1103,1388,60,4010.3,0
1104,1136,140,19720.94,0
1105,409,141,14573.94,0
1106,1031,100,-3214.97,0
1107,1766,103,16810.33,0
1108,668,134,10832.58,0
1109,1221,63,17264.84,0
1110,835,38,3542.74,0
1111,876,128,6612.97,0
1112,1759,50,17405.68,0
1113,367,180,1814.33,0
1114,1002,40,17887.52,0
1115,250,8,15712.49,0
1116,1940,189,19513.95,0
1117,1619,8,3106.44,0
1118,1264,104,893.83,0
1119,380,34,3271.67,0
1120,1931,188,18866.24,0
1121,872,57,3326.83,0
1122,835,174,9130.3,0
1123,1495,22,5091.98,0
1124,775,87,4905.5,0
1125,919,40,-165.53,0
1126,1725,173,8426.99,0
1127,455,183,16235.11,0
1128,366,179,-3762.87,0
1129,1314,86,17230.66,0
1130,1898,133,11636.82,0
1131,403,95,10418.45,0
1132,58,13,10647.51,0
1133,521,28,2406.75,0
1134,1328,84,5378.61,0
1135,1139,62,14982.25,0
1136,210,93,2659.53,0
1137,1065,87,6750.51,0
1138,816,24,-4509.19,0
1139,173,98,13338.96,0
1140,234,7,5442.55,0
1141,793,166,8133.97,0
1142,1908,37,-2132.77,0
1143,1614,68,19792.86,0
1144,1644,170,2561.7,0
1145,793,86,10874.74,0
1146,1427,133,9530.91,0
1147,1063,192,14627.31,0
1148,119,178,2345.92,0
1149,335,87,13898.18,0
1150,1360,15,4562.54,0
1151,1563,123,5279.02,0
1152,1640,107,11817.81,0
1153,1098,181,14607.14,0
1154,1215,153,11671.67,0
1155,324,89,17496.99,0
1156,1011,125,2128.98,0
1157,1171,113,17515.42,0
1158,1791,137,-1728.41,0
1159,284,166,11488.26,0
1160,213,150,8690.77,0
1161,1659,107,7365.9,0
1162,1742,87,2772.8,0
1163,929,177,7593.32,0
1164,752,68,-955.67,0
1165,1418,15,4233.02,0
1166,339,65,-2532.98,0
1167,1822,54,9296.16,0
1168,1046,158,-2605.8,0
1169,1795,93,-991.38,0
1170,1893,20,-2863.33,0
1171,105,33,4532.77,0
1172,1490,100,16048.96,0
1173,1483,77,17672.41,0
1174,1456,135,-3202.76,0
1175,770,136,10863.75,0
1176,716,156,12109.64,0
1177,1846,173,8344.25,0
1178,1798,107,11674.62,0
1179,1643,120,842.27,0
1180,763,74,7241.11,0
1181,1960,11,4771.9,0
1182,1245,31,-2757.3,0
1183,379,12,10638.91,0
1184,1246,124,7380.38,0
1185,1282,78,1879.35,0
1186,713,179,6842.13,0
1187,1391,172,14382.45,0
1188,1794,96,15041.44,0
1189,1373,50,11238.15,0
1190,225,117,6693.7,0
1191,1738,17,9393.74,0
1192,738,163,4625.38,0
1193,236,129,-1836.09,0
1194,183,157,4640.51,0
1195,712,179,8258.32,0
1196,1893,64,9970.85,0
1197,1782,132,18395.02,1
1198,444,87,14433.34,0
1199,1889,156,-1200.19,0
1200,623,16,-645.44,0
1201,1030,63,-2487.63,0
1202,1260,76,13454.54,0
1203,1151,181,12653.06,0
1204,1128,85,19659.07,0
1205,749,109,8050.59,0
1206,1939,17,15660.37,0
1207,1504,168,9411.0,0
1208,155,141,16852.17,0
1209,257,180,13025.53,0
1210,235,58,11072.1,0
1211,500,165,9128.07,0
1212,289,79,13074.26,0
1213,510,61,5491.35,0
1214,1576,113,-2585.59,0
1215,1824,121,-4000.35,0
1216,709,34,6975.59,0
1217,785,70,9982.29,0
1218,894,17,-3028.77,0
1219,776,20,2172.59,0
1220,1593,59,3050.81,0
1221,298,69,9069.89,0
1222,1634,161,1962.06,0
1223,137,102,-2608.79,0
1224,376,120,-878.58,0
1225,87,145,-651.3,0
1226,1443,57,16067.37,0
1227,1778,83,2107.99,0
1228,1223,129,12867.29,0
1229,1487,13,9195.97,0
1230,437,155,19425.97,0
1231,1334,198,1820.57,0
1232,1620,187,-1040.67,0
1233,1778,6,-3699.05,0
1234,1305,97,1023.99,0
1235,1347,94,12101.77,0
1236,764,110,-2868.54,0
1237,702,151,1117.55,0
1238,1975,138,16382.71,0
1239,942,51,9573.82,0
1240,152,147,-3261.96,0
1241,1326,51,-3807.92,0
1242,1302,87,-3471.93,0
1243,1675,68,18546.88,0
1244,1712,84,16246.79,0
1245,1032,42,16123.5,1
1246,807,57,18105.42,0
1247,235,196,7631.38,0
1248,675,166,1183.62,0
1249,561,62,5033.7,0
1250,1326,7,12971.6,0
1251,38,112,16900.82,0
1252,1160,199,5877.27,0
1253,822,178,8384.52,0
1254,421,180,18294.57,0
1255,1243,26,-2312.53,0
1256,348,154,16557.48,0
1257,1832,19,-1017.31,0
1258,1570,9,7096.53,0
1259,1888,61,460.58,0
1260,1103,20,10073.69,0
1261,748,106,8964.34,0
1262,1919,50,4500.18,0
1263,273,81,16582.59,0
1264,1185,150,11495.33,0
1265,1711,141,13030.13,0
1266,1902,140,-1233.51,0
1267,308,10,17079.14,0
1268,1398,65,-824.0,0
1269,976,158,569.62,0
1270,733,8,-1798.62,0
1271,1033,149,6008.98,0
1272,1825,22,17192.73,0
1273,444,18,1311.19,0
1274,1137,194,4343.84,0
1275,1229,176,16151.66,0
1276,405,172,10445.38,0
1277,1722,9,13790.41,0
1278,853,195,350.0,0
1279,1221,54,12912.25,0
1280,778,26,690.26,0
1281,1798,94,19682.85,0
1282,1784,100,8997.15,0
1283,115,26,12390.98,0
1284,1145,34,-2039.96,0
1285,1677,8,1266.4,1
1286,65,138,-1506.48,0
1287,1300,48,4754.27,0
1288,825,183,2103.4,0
1289,239,107,13323.06,0
1290,302,54,-2282.28,0
1291,1416,168,13801.48,0
1292,1546,119,-3857.38,0
1293,969,143,50.45,0
1294,369,81,14799.12,0
1295,233,146,13569.42,0
1296,195,96,6908.15,0
1297,907,102,-3750.43,0
1298,1036,151,10247.34,0
1299,1930,62,5168.1,0
1300,921,46,2913.2,1
1301,689,87,11010.27,0
1302,177,99,5915.36,0
1303,217,39,-2689.47,0
1304,1035,143,17898.76,0
1305,1470,53,14462.33,0
1306,630,192,-3590.55,0
1307,164,191,8126.6,0
1308,1575,80,-2915.56,0
1309,53,16,15932.25,0
1310,218,104,10325.35,0
1311,1742,70,-688.77,0
1312,999,194,-4481.47,0
1313,824,141,-4210.47,0
1314,1384,108,7684.14,0
1315,385,47,13359.34,0
1316,56,9,-1978.99,0
1317,118,191,532.1,0
1318,900,34,3181.5,0
1319,1277,157,451.92,0
1320,798,165,4783.41,0
1321,780,171,8990.38,0
1322,1016,86,12123.42,0
1323,803,115,19094.38,0
1324,845,64,18271.09,0
1325,1204,152,9253.17,0
1326,1439,199,13353.75,0
1327,1894,34,18771.81,0
1328,1259,176,-2913.2,0
1329,855,12,-4859.13,0
1330,708,151,-4255.01,0
1331,1844,97,9083.73,0
1332,1104,121,14070.84,0
1333,1671,141,4176.87,0
1334,22,87,8630.98,0
1335,1501,102,7909.16,0
1336,843,96,-2630.73,0
1337,1464,173,3039.71,0
1338,1761,114,-4514.12,0
1339,1594,193,-2232.36,0
1340,1117,47,15296.46,1
1341,192,58,15735.34,0
1342,1019,133,15048.66,0
1343,1127,121,13170.47,0
1344,396,118,14832.82,0
1345,1031,5,11774.56,0
1346,640,188,11745.83,0
1347,1019,96,11684.04,0
1348,567,21,7851.07,0
1349,231,152,4083.68,0
1350,874,128,13254.88,0
1351,574,124,2466.15,0
1352,240,146,8572.55,0
1353,90,21,5833.89,0
1354,232,54,1915.56,0
1355,457,138,19367.25,0
1356,233,152,1468.79,0
1357,354,104,2732.33,0
1358,1005,111,-960.31,0
1359,1357,116,15574.52,0
1360,439,188,9664.74,0
1361,1399,57,10325.98,0
1362,1316,128,15514.04,0
1363,345,151,3572.99,0
1364,664,150,-159.16,0
1365,1452,196,-39.87,0
1366,657,162,13315.5,0
1367,130,120,10352.88,0
1368,141,70,158.47,0
1369,415,156,-1373.37,0
1370,1117,95,-1982.82,0
1371,626,99,10694.97,0
1372,284,167,-4997.03,1
1373,1980,42,-4542.02,0
1374,1947,151,4738.83,0
1375,1679,70,12283.75,0
1376,223,2,12375.98,0
1377,744,152,5752.96,0
1378,463,145,12276.84,0
1379,1569,109,8027.4,0
1380,1300,65,19423.29,0
1381,1706,70,-938.49,0
1382,1164,69,10016.68,0
1383,357,121,7280.97,0
1384,1737,109,-138.34,0
1385,1047,60,13749.76,0
1386,1992,178,1887.7,0
1387,1760,93,4542.75,0
1388,1904,12,4370.76,0
1389,1294,103,1105.11,0
1390,859,175,5767.63,0
1391,665,195,6833.65,0
1392,1357,112,13605.54,0
1393,1015,65,14126.71,0
1394,85,155,-1036.1,0
1395,621,48,9819.31,0
1396,1055,88,17404.94,0
1397,1765,62,-2280.33,0
1398,240,44,6822.85,0
1399,1914,147,13758.83,0
1400,363,187,10287.28,0
1401,822,136,-2485.36,0
1402,1413,55,4915.15,0
1403,1677,108,7680.99,0
1404,668,47,19896.14,0
1405,1323,2,-534.8,0
1406,1881,113,19560.59,0
1407,1395,167,4403.74,0
1408,99,173,8.01,0
1409,47,160,5352.73,0
1410,839,193,10349.88,0
1411,422,166,337.43,0
1412,1504,11,2285.98,0
1413,1603,138,16363.66,0
1414,62,112,19975.24,0
1415,1133,187,2954.32,0
1416,1703,90,-1278.58,0
1417,1573,55,14829.27,0
1418,1143,148,10011.39,0
1419,1010,17,-2489.97,0
1420,598,68,18669.29,0
1421,1406,133,-3048.76,0
1422,392,188,10633.91,0
1423,977,151,5598.43,0
1424,1076,174,8915.6,0
1425,603,52,330.35,0
1426,1313,138,12202.76,0
1427,337,174,18992.99,0
1428,810,156,6460.65,0
1429,1228,97,8073.96,0
1430,1904,171,995.29,0
1431,1262,154,17296.7,0
1432,1406,183,19279.36,1
1433,1691,48,14657.42,0
1434,752,29,8569.34,0
1435,1160,27,18919.92,0
1436,1431,146,-1153.75,0
1437,1532,104,6962.27,0
1438,1386,60,8440.14,0
1439,1405,106,7297.91,0
1440,881,69,15060.46,0
1441,1600,114,11760.07,0
1442,635,21,-1833.54,0
1443,254,152,3661.28,0
1444,1501,102,3476.92,0
1445,1138,131,9140.8,0
1446,20,95,2286.46,0
1447,528,190,-2068.21,0
1448,1169,105,11342.07,0
1449,1232,125,16275.92,0
1450,1555,2,18290.2,0
1451,376,66,19314.46,0
1452,1528,113,14527.92,1
1453,1928,170,-1507.44,0
1454,166,162,16327.8,0
1455,1574,42,4999.0,0
1456,1205,20,13247.78,0
1457,861,97,8281.7,0
1458,617,68,15715.15,0
1459,612,173,5637.64,0
1460,1626,75,-3455.15,0
1461,1951,125,8920.59,0
1462,1836,170,-717.74,0
1463,1468,47,19137.94,0
1464,1356,5,8174.08,0
1465,503,49,8838.97,0
1466,913,124,17681.64,0
1467,79,37,10614.63,0
1468,585,162,2568.23,0
1469,1959,198,2402.37,0
1470,1962,146,7539.47,0
1471,688,19,16665.21,0
1472,396,40,14868.23,0
1473,1632,17,19068.51,0
1474,1881,188,-3202.85,0
1475,1127,99,1708.15,0
1476,402,93,-2994.81,0
1477,975,42,13776.98,0
1478,224,123,-1479.16,0
1479,518,107,-2502.84,0
1480,634,72,9041.81,0
1481,236,65,5287.12,0
1482,1451,109,12877.53,0
1483,116,53,7175.38,0
1484,1187,135,5633.36,0
1485,226,133,5637.51,0
1486,230,24,16796.91,0
1487,182,28,4880.64,0
1488,1273,62,3334.93,0
1489,1342,17,3463.38,0
1490,1989,20,-84.98,0
1491,210,3,16517.22,0
1492,1680,165,-1334.23,0
1493,1416,143,17715.27,0
1494,1881,51,2086.69,0
1495,96,176,17485.67,0
1496,894,136,14770.52,0
1497,1882,141,9549.69,0
1498,756,176,11736.75,0
1499,1110,3,3146.1,0
1500,415,193,9355.72,0
1501,394,73,2310.07,0
1502,696,159,5056.82,0
1503,1657,105,14116.56,0
1504,844,118,1098.31,0
1505,1525,154,15971.15,0
1506,604,184,4397.07,0
1507,582,34,8304.25,0
1508,1940,137,18549.01,0
1509,133,62,12031.39,0
1510,791,120,11140.1,0
1511,649,115,12790.19,0
1512,1338,13,17952.78,0
1513,1723,69,1212.84,0
1514,221,169,10331.03,0
1515,976,77,5009.85,0
1516,1462,1,-4703.62,0
1517,1070,89,-1867.48,0
1518,1814,47,3124.8,0
1519,1216,4,9125.0,0
1520,1544,191,17036.87,0
1521,1403,180,14777.85,0
1522,788,10,8833.34,0
1523,691,28,-3153.24,0
1524,1358,121,2147.66,0
1525,39,126,4167.72,0
1526,1317,134,10542.93,0
1527,690,155,-3376.91,0
1528,162,140,8254.84,0
1529,1355,62,17536.61,0
1530,1910,180,12635.82,0
1531,1128,176,14926.92,0
1532,161,67,12041.89,0
1533,1823,174,164.73,0
1534,1659,74,-2237.9,0
1535,1078,95,15737.27,0
1536,1964,143,12387.61,0
1537,1058,199,9376.54,1
1538,242,36,-267.93,0
1539,967,142,10083.62,0
1540,890,112,-4216.96,0
1541,113,131,-2029.02,0
1542,1014,113,2797.25,0
1543,318,110,6093.46,0
1544,23,114,-1985.89,0
1545,1582,67,-2001.5,0
1546,824,126,13147.34,0
1547,1671,86,9242.99,0
1548,1142,19,8343.55,0
1549,701,182,6310.86,0
1550,1667,69,19413.58,0
1551,1019,10,-3754.99,0
1552,1958,161,-484.32,0
1553,1236,141,11187.69,0
1554,1442,128,-1590.86,0
1555,1137,99,9734.52,0
1556,1068,179,9194.03,0
1557,128,32,19275.13,0
1558,876,112,17084.66,0
1559,158,24,18638.83,0
1560,1809,35,-2159.94,0
1561,827,83,16703.71,0
1562,1418,70,-1772.73,0
1563,1891,168,10823.3,0
1564,852,182,13001.95,0
1565,512,109,-978.66,0
1566,1938,172,10816.48,0
1567,45,190,-3688.49,0
1568,1132,99,2331.65,0
1569,219,196,18028.96,0
1570,443,33,-706.72,0
1571,1854,56,-3368.25,0
1572,315,164,6091.95,0
1573,177,182,16265.46,0
1574,228,147,-3083.19,0
1575,1727,171,3888.38,0
1576,1696,12,17494.37,0
1577,1930,11,-2046.11,0
1578,267,70,2766.71,0
1579,870,140,14460.52,0
1580,838,41,8580.27,0
1581,1403,153,15808.33,0
1582,489,106,-2210.12,0
1583,702,3,18013.85,0
1584,687,3,18372.79,0
1585,1314,84,-1117.17,0
1586,996,156,-4153.11,0
1587,357,151,19746.03,0
1588,1681,176,7056.29,0
1589,1768,195,9301.89,0
1590,872,170,10397.62,0
1591,1974,107,14741.71,0
1592,204,168,15299.7,0
1593,1237,134,-151.87,0
1594,552,20,915.92,0
1595,1811,139,16920.83,0
1596,323,96,15487.94,0
1597,594,124,10440.48,0
1598,181,155,19867.48,0
1599,499,21,13379.6,0
1600,1344,114,395.92,0
1601,83,13,16166.1,0
1602,303,86,5368.32,0
1603,262,35,-4096.18,0
1604,784,47,3035.53,0
1605,1224,156,14088.78,0
1606,1264,149,19005.16,1
1607,914,146,1903.41,0
1608,692,159,1162.91,0
1609,944,188,9090.41,0
1610,683,125,15292.1,0
1611,1319,110,13663.14,0
1612,1536,37,8998.97,0
1613,689,21,10784.74,0
1614,1905,14,1052.47,0
1615,396,91,5814.36,0
1616,1773,60,1384.14,0
1617,1162,124,17110.45,0
1618,839,23,-2186.14,0
1619,878,111,11993.51,0
1620,823,124,1507.08,0
1621,1153,157,6889.44,0
1622,49,175,2485.32,0
1623,1700,30,3081.13,0
1624,789,115,1509.83,0
1625,293,90,13819.82,0
1626,1652,38,4142.9,0
1627,536,83,13158.93,0
1628,311,27,6401.75,0
1629,537,104,8681.15,0
1630,1927,116,8582.19,0
1631,639,15,19396.3,0
1632,234,187,4176.56,0
1633,1233,3,192.1,1
1634,605,10,17794.8,0
1635,94,120,-629.02,0
1636,327,145,15860.57,0
1637,225,128,-1244.63,0
1638,967,11,11468.11,0
1639,890,176,-1236.48,0
1640,1816,133,18077.15,0
1641,11,69,9125.21,0
1642,1353,64,3231.85,0
1643,1036,14,-1491.93,0
1644,35,50,4279.81,0
1645,447,154,12625.5,0
1646,1476,72,4623.77,0
1647,1764,69,1152.35,0
1648,1244,135,9435.24,0
1649,441,127,5445.55,0
1650,653,16,-854.84,0
1651,1559,183,-1150.3,0
1652,595,78,12686.55,0
1653,229,101,19366.8,0
1654,1959,56,827.35,0
1655,344,105,14328.72,0
1656,1104,132,-2809.83,0
1657,1377,48,4539.4,0
1658,1420,17,7667.2,0
1659,1314,111,1718.67,0
1660,1479,164,8239.46,0
1661,1867,70,17065.36,0
1662,1695,80,18610.95,0
1663,989,93,-2486.08,0
1664,1152,38,1796.15,0
1665,1726,101,19478.35,0
1666,909,62,1760.46,0
1667,1567,121,12317.68,0
1668,1922,48,1336.34,0
1669,1383,10,3909.14,0
1670,527,36,-218.03,0
1671,1337,157,16407.5,0
1672,75,4,17066.22,0
1673,1570,44,2422.81,0
1674,1895,56,15589.75,0
1675,196,42,3956.04,0
1676,1867,114,-2524.51,0
1677,29,141,13951.91,0
1678,706,174,9911.16,0
1679,1021,161,1859.56,0
1680,16,21,1324.99,1
1681,1447,79,19390.58,0
1682,1613,185,16562.53,0
1683,805,69,15244.96,1
1684,1617,70,-1799.56,1
1685,1429,67,13879.68,0
1686,940,48,363.51,0
1687,1660,161,19434.72,0
1688,1555,36,-3697.77,0
1689,967,161,3803.46,0
1690,1638,159,5716.2,0
1691,1928,149,15605.07,0
1692,1101,27,14155.57,0
1693,229,72,4374.8,0
1694,962,101,9139.01,0
1695,1321,190,15889.88,0
1696,1534,96,-4545.01,0
1697,715,128,15054.45,0
1698,984,26,18672.4,0
1699,1990,66,-4198.39,0
1700,573,140,-3860.48,0
1701,1562,22,3612.85,0
1702,1607,17,-2805.76,0
1703,615,7,6981.9,0
1704,326,107,13217.77,0
1705,1387,68,9172.48,0
1706,1693,128,-89.2,0
1707,875,37,11370.28,0
1708,359,38,12121.36,0
1709,1730,96,18311.15,0
1710,1811,139,-1330.08,0
1711,324,1,12308.4,0
1712,1722,153,17785.68,0
1713,1350,42,7539.1,0
1714,1649,180,4044.99,0
1715,1849,152,-731.26,0
1716,165,181,16669.67,0
1717,1597,184,4856.16,0
1718,1628,63,18122.06,0
1719,798,81,16193.96,0
1720,455,8,4416.0,0
1721,1993,187,9347.86,0
1722,1177,173,-4320.65,0
1723,1761,27,1580.54,0
1724,1151,52,12756.82,0
1725,193,146,11947.77,0
1726,627,91,3834.24,0
1727,1798,86,15215.2,0
1728,530,16,895.9,1
1729,1034,66,6531.76,0
1730,92,5,6813.27,0
1731,139,82,3520.42,0
1732,481,131,18866.65,0
1733,449,118,12417.1,0
1734,1357,81,8479.98,0
1735,869,70,7762.88,0
1736,340,115,-1017.6,0
1737,1985,7,4304.67,0
1738,1076,50,11819.33,0
1739,1731,142,18114.26,0
1740,466,166,15411.6,0
1741,718,111,2509.75,0
1742,799,47,5848.92,0
1743,475,112,-2927.06,0
1744,401,161,-2445.69,0
1745,1463,43,6755.76,0
1746,1902,91,8255.49,0
1747,605,29,1600.68,0
1748,932,128,11069.57,0
1749,997,185,12584.52,0
1750,922,133,2477.9,0
1751,821,96,13960.62,0
1752,657,188,140.12,0
1753,598,117,8606.28,0
1754,1533,70,15107.03,0
1755,1177,130,8425.23,0
1756,514,70,17699.07,0
1757,1527,110,-3537.47,0
1758,1878,171,9707.85,0
1759,1925,132,9043.89,0
1760,1796,56,11508.83,0
1761,1700,187,15835.17,0
1762,1030,89,13146.33,0
1763,500,137,14757.07,0
1764,1685,131,2220.42,0
1765,717,176,4687.43,0
1766,1142,171,10669.42,0
1767,1509,100,8836.54,0
1768,601,129,19027.6,0
1769,666,57,-329.14,0
1770,1975,181,3781.96,0
1771,1703,144,9318.88,0
1772,468,51,16699.09,0
1773,161,112,18233.71,1
1774,270,104,3400.91,0
1775,1080,127,-3322.29,0
1776,228,55,5540.49,0
1777,849,1,4858.6,0
1778,149,90,19662.18,0
1779,1070,156,5776.53,0
1780,1168,53,2643.07,0
1781,1774,186,4134.43,0
1782,1808,73,4923.16,0
1783,632,188,15538.51,0
1784,1364,187,-2974.63,0
1785,413,108,2912.68,0
1786,1756,150,19157.96,0
1787,520,8,-1172.44,0
1788,1368,177,13565.03,0
1789,387,42,3909.84,0
1790,1497,155,9544.64,0
1791,275,167,-2511.3,0
1792,353,25,2660.29,0
1793,1090,38,7521.62,0
1794,1103,85,792.52,0
1795,598,152,8546.75,0
1796,1660,24,493.98,0
1797,1226,60,11252.51,0
1798,1686,178,17608.86,0
1799,558,111,-2862.78,0
1800,113,66,415.4,0
1801,1115,142,16110.58,0
1802,141,53,10788.84,0
1803,1313,160,-3032.28,0
1804,1925,106,7158.75,0
1805,730,96,243.96,0
1806,589,176,-22.59,0
1807,411,39,18516.13,0
1808,377,168,14038.54,0
1809,1408,42,12405.76,0
1810,1870,111,973.22,0
1811,1176,104,-2035.66,0
1812,1859,77,16770.82,0
1813,751,8,-4853.01,0
1814,627,26,4702.41,0
1815,1343,140,1940.31,0
1816,1393,43,9259.41,0
1817,1630,179,1262.71,0
1818,995,110,2780.13,0
1819,1584,100,16251.0,0
1820,703,63,10079.72,0
1821,462,49,-1357.94,1
1822,12,115,13161.79,0
1823,1180,155,186.48,0
1824,1708,137,5825.12,0
1825,477,167,11165.18,0
1826,939,65,1798.24,0
1827,401,199,4602.67,0
1828,808,71,13353.74,0
1829,177,7,18447.77,1
1830,1365,200,8231.13,0
1831,57,80,-4750.73,0
1832,1879,67,3461.59,0
1833,1876,138,4965.86,0
1834,448,199,3479.34,0
1835,203,181,5906.72,0
1836,1721,101,10816.66,0
1837,1657,95,-1971.8,0
1838,738,87,1815.76,0
1839,202,185,7691.2,0
1840,1354,91,2889.33,0
1841,363,103,19777.13,0
1842,892,126,5785.79,0
1843,454,155,16744.98,0
1844,356,182,17412.75,0
1845,216,113,15900.17,0
1846,972,4,-3827.54,0
1847,555,88,18693.67,0
1848,887,151,-1781.44,0
1849,23,176,-4139.91,0
1850,155,170,5359.24,1
1851,1210,3,-134.15,0
1852,249,91,-395.09,0
1853,749,3,2195.49,0
1854,805,156,1210.14,0
1855,134,191,12119.89,0
1856,321,81,-330.57,0
1857,390,159,8577.96,0
1858,434,138,19660.66,0
1859,1046,177,5809.56,0
1860,873,94,11046.83,0
1861,1624,126,19234.29,0
1862,1689,113,-1559.03,0
1863,1149,149,5465.18,0
1864,1103,100,16254.81,0
1865,858,53,18307.64,0
1866,1992,87,10030.9,0
1867,51,89,-1414.48,0
1868,1752,54,17536.79,0
1869,176,185,-638.84,0
1870,870,20,3821.95,0
1871,253,113,4387.7,0
1872,966,49,6182.29,0
1873,1270,135,14754.15,0
1874,739,29,15053.61,0
1875,1130,48,12991.38,0
1876,1217,13,-4446.78,0
1877,1340,3,9121.13,0
1878,302,2,13687.32,0
1879,548,16,6115.63,0
1880,1978,94,18623.4,0
1881,716,102,15595.26,0
1882,1958,134,10953.88,0
1883,779,45,-3439.37,0
1884,268,71,11308.66,0
1885,1194,133,17789.49,0
1886,1010,56,4486.13,0
1887,551,199,15953.31,0
1888,1479,127,2829.03,0
1889,1675,32,9252.58,0
1890,1316,49,11210.61,0
1891,1588,13,11949.88,0
1892,1823,158,17063.73,0
1893,1825,25,865.56,0
1894,1165,60,1559.24,0
1895,1170,59,12601.02,0
1896,1449,156,-570.15,0
1897,314,58,6606.76,0
1898,184,20,-4499.14,0
1899,1688,162,-1475.52,0
1900,713,133,11971.16,0
1901,128,188,13686.54,0
1902,1311,171,-2117.02,0
1903,1847,57,692.74,0
1904,1277,185,-2527.39,0
1905,1802,54,5835.32,0
1906,700,112,-1847.1,0
1907,386,173,5932.4,0
1908,1254,86,13302.46,0
1909,271,37,12084.72,0
1910,1795,84,2011.51,0
1911,811,48,11844.06,0
1912,415,118,18192.8,0
1913,198,182,3688.11,0
1914,1347,48,3227.98,0
1915,1080,112,9285.97,0
1916,831,110,1137.55,0
1917,1227,6,11289.47,0
1918,1807,162,15806.54,0
1919,1645,191,6482.96,0
1920,628,78,11987.68,0
1921,604,176,11297.14,0
1922,1162,23,-4033.36,0
1923,1446,126,-414.59,0
1924,1839,84,17338.25,1
1925,1081,13,18472.3,0
1926,1586,47,14510.99,0
1927,1010,44,18031.2,0
1928,71,105,2653.72,0
1929,911,160,1192.77,0
1930,1938,154,4607.5,0
1931,594,181,-3616.45,0
1932,1396,14,15246.79,0
1933,1641,180,19604.39,0
1934,600,121,15600.73,0
1935,514,36,8874.38,0
1936,1896,8,2382.05,0
1937,84,168,-57.55,0
1938,994,150,4101.57,0
1939,1067,16,11674.24,0
1940,1690,91,6176.54,0
1941,839,120,18351.5,0
1942,1958,188,16355.51,0
1943,606,60,-2439.98,0
1944,810,10,-1711.87,0
1945,133,153,11905.98,0
1946,1419,31,769.21,0
1947,1089,21,14775.75,0
1948,290,81,9783.95,0
1949,376,33,745.76,0
1950,769,31,6967.17,0
1951,467,149,5151.91,0
1952,1922,36,16828.98,0
1953,1237,193,-4195.94,0
1954,1172,132,17396.1,0
1955,1597,68,11302.07,0
1956,471,90,13438.45,0
1957,149,132,-4934.81,0
1958,88,9,10705.99,0
1959,1348,30,9712.15,0
1960,1919,115,8430.14,0
1961,396,45,14646.67,0
1962,790,4,8896.78,0
1963,1428,69,16427.43,0
1964,1106,23,815.79,0
1965,1665,16,15149.56,0
1966,1310,22,-517.18,0
1967,1406,72,15327.94,0
1968,865,48,18511.59,0
1969,1816,190,3392.35,0
1970,1294,188,8247.16,0
1971,1316,107,11458.23,0
1972,1477,133,-3013.21,0
1973,1739,7,7352.02,0
1974,24,51,4014.62,0
1975,956,65,16811.39,0
1976,1887,9,16916.99,0
1977,311,82,12519.49,0
